,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl,Region
0,USA,6485575,25325.0,193534.0,286.0,3758629.0,32659.0,2533412.0,14589.0,19572,584.0,88067850.0,265771.0,331367517,51,1712.0,4,North America
1,India,4277584,75022.0,72816.0,1129.0,3321420.0,74123.0,883348.0,8944.0,3094,53.0,49551507.0,35841.0,1382530286,323,18987.0,28,Asia
2,Brazil,4147794,10188.0,127001.0,315.0,3355564.0,38337.0,665229.0,8318.0,19488,597.0,14408116.0,67694.0,212842596,51,1676.0,15,South America
3,Russia,1030690,5185.0,17871.0,51.0,843277.0,2328.0,169542.0,2300.0,7062,122.0,38758184.0,265565.0,145946376,142,8167.0,4,Europe
4,Peru,691575,1598.0,29976.0,138.0,522251.0,7212.0,139348.0,1488.0,20921,907.0,3386625.0,102450.0,33056487,48,1103.0,10,South America
5,Colombia,671848,5327.0,21615.0,203.0,529279.0,11050.0,120954.0,863.0,13178,424.0,2964722.0,58150.0,50983652,76,2359.0,17,South America
6,South Africa,639362,845.0,15004.0,115.0,566555.0,2664.0,57803.0,539.0,10755,252.0,3808949.0,64073.0,59446940,93,3962.0,16,Africa
7,Mexico,634023,4614.0,67558.0,232.0,442268.0,3514.0,124197.0,2927.0,4908,523.0,1431633.0,11082.0,129184522,204,1912.0,90,North America
8,Spain,525549,2440.0,29516.0,32.0,0.0,0.0,0.0,1034.0,11240,631.0,9987326.0,213595.0,46758226,89,1584.0,5,Europe
9,Argentina,488007,9215.0,10129.0,270.0,357388.0,8256.0,120490.0,2698.0,10779,224.0,1412149.0,31192.0,45273109,93,4470.0,32,South America
10,Chile,424274,1764.0,11652.0,60.0,395717.0,1318.0,16905.0,930.0,22159,609.0,2641589.0,137965.0,19146844,45,1643.0,7,South America
11,Iran,388810,2152.0,22410.0,117.0,335572.0,1672.0,30828.0,3733.0,4618,266.0,3406055.0,40456.0,84191615,217,3757.0,25,Asia
12,UK,350100,2948.0,41554.0,3.0,0.0,0.0,0.0,69.0,5152,612.0,17619897.0,259295.0,67953144,194,1635.0,4,Europe
13,France,328980,4203.0,30726.0,25.0,87836.0,389.0,210418.0,537.0,5038,471.0,8500000.0,130167.0,65300897,198,2125.0,8,Europe
14,Bangladesh,327359,2202.0,4516.0,37.0,224573.0,3298.0,98270.0,0.0,1984,27.0,1644724.0,9968.0,164994746,504,36536.0,100,Asia
15,Saudi Arabia,321456,768.0,4107.0,26.0,297623.0,886.0,19726.0,1430.0,9207,118.0,5406136.0,154844.0,34913354,109,8501.0,6,Asia
16,Pakistan,298903,394.0,6345.0,3.0,286016.0,118.0,6542.0,534.0,1348,29.0,2778689.0,12535.0,221671477,742,34936.0,80,Asia
17,Turkey,281509,1703.0,6730.0,57.0,252152.0,1047.0,22627.0,1118.0,3331,80.0,7883464.0,93287.0,84507634,300,12557.0,11,Asia
18,Italy,278784,1108.0,35553.0,12.0,210238.0,223.0,32993.0,142.0,4612,588.0,9271810.0,153393.0,60444825,217,1700.0,7,Europe
19,Iraq,264684,4314.0,7589.0,77.0,202859.0,4299.0,54236.0,534.0,6554,188.0,1718157.0,42544.0,40385131,153,5322.0,24,Asia
20,Germany,253625,1901.0,9405.0,4.0,227000.0,792.0,17220.0,223.0,3025,112.0,12383035.0,147708.0,83834622,331,8914.0,7,Europe
21,Philippines,238727,1383.0,3890.0,15.0,184906.0,230.0,49931.0,982.0,2173,35.0,2840157.0,25855.0,109850251,460,28239.0,39,Asia
22,Indonesia,196989,2880.0,8130.0,105.0,140652.0,2077.0,48207.0,0.0,719,30.0,2452164.0,8948.0,274061093,1391,33710.0,112,Asia
23,Ukraine,138068,2174.0,2877.0,31.0,62606.0,379.0,72585.0,177.0,3161,66.0,1693793.0,38775.0,43683007,316,15184.0,26,Europe
24,Israel,133975,3331.0,1026.0,7.0,105455.0,2978.0,27494.0,470.0,14566,112.0,2488587.0,270569.0,9197590,69,8965.0,4,Asia
25,Canada,132142,247.0,9146.0,1.0,116459.0,102.0,6537.0,54.0,3495,242.0,5841880.0,154531.0,37803923,286,4133.0,6,North America
26,Bolivia,120769,528.0,7008.0,40.0,71489.0,1923.0,42272.0,71.0,10320,599.0,253647.0,21675.0,11702383,97,1670.0,46,South America
27,Qatar,120348,253.0,205.0,2.0,117241.0,243.0,2902.0,59.0,42862,73.0,663648.0,236358.0,2807805,23,13697.0,4,Asia
28,Ecuador,110092,308.0,10576.0,52.0,91242.0,0.0,8274.0,424.0,6223,598.0,330998.0,18709.0,17692261,161,1673.0,53,South America
29,Kazakhstan,106361,60.0,1588.0,0.0,99654.0,131.0,5119.0,221.0,5652,84.0,2571562.0,136652.0,18818299,177,11850.0,7,Asia
