,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl,Region
0,USA,6139255,42660.0,186855.0,954.0,3408799.0,32961.0,2543601.0,16025.0,18529,564.0,81102397.0,244782.0,331325170,54,1773.0,4,North America
1,Brazil,3846965,34360.0,120498.0,904.0,3006812.0,30016.0,719655.0,8318.0,18077,566.0,14352484.0,67443.0,212809620,55,1766.0,15,South America
2,India,3539712,78472.0,63657.0,944.0,2712520.0,64982.0,763535.0,8944.0,2561,46.0,40406609.0,29233.0,1382233964,390,21714.0,34,Asia
3,Russia,985346,4941.0,17025.0,111.0,804383.0,5917.0,163938.0,2300.0,6751,117.0,36000000.0,246668.0,145945013,148,8572.0,4,Europe
4,Peru,639435,9474.0,28607.0,136.0,446675.0,8658.0,164153.0,1524.0,19350,866.0,3156679.0,95522.0,33046445,52,1155.0,10,South America
5,South Africa,622551,2419.0,13981.0,238.0,536694.0,2759.0,71876.0,539.0,10475,235.0,3652970.0,61466.0,59430596,95,4251.0,16,Africa
6,Colombia,599914,9394.0,19064.0,297.0,440574.0,10954.0,140276.0,1493.0,11770,374.0,2685355.0,52683.0,50971805,85,2674.0,19,South America
7,Mexico,585738,5824.0,63146.0,552.0,404667.0,4188.0,117925.0,3221.0,4535,489.0,1319957.0,10220.0,129154932,220,2045.0,98,North America
8,Spain,455621,0.0,29011.0,0.0,0.0,0.0,0.0,751.0,9744,620.0,8517446.0,182161.0,46757832,103,1612.0,5,Europe
9,Chile,408009,2037.0,11181.0,49.0,381183.0,1731.0,15645.0,959.0,21313,584.0,2365753.0,123582.0,19143261,47,1712.0,8,South America
10,Argentina,401239,9230.0,8353.0,82.0,287220.0,7055.0,105666.0,2192.0,8864,185.0,1222359.0,27005.0,45264053,113,5419.0,37,South America
11,Iran,371816,1905.0,21359.0,110.0,319847.0,1577.0,30610.0,3791.0,4418,254.0,3184857.0,37839.0,84168117,226,3941.0,26,Asia
12,UK,332752,1108.0,41498.0,12.0,0.0,0.0,0.0,60.0,4897,611.0,16273209.0,239504.0,67945365,204,1637.0,4,Europe
13,Saudi Arabia,313911,987.0,3840.0,27.0,288441.0,1038.0,21630.0,1555.0,8994,110.0,5026127.0,144009.0,34901495,111,9089.0,7,Asia
14,Bangladesh,308925,2131.0,4206.0,32.0,198863.0,2027.0,105856.0,0.0,1873,25.0,1525815.0,9250.0,164958910,534,39220.0,108,Asia
15,Pakistan,295372,319.0,6284.0,1.0,280340.0,403.0,8748.0,642.0,1333,28.0,2581695.0,11651.0,221577570,750,35261.0,86,Asia
16,France,272530,5453.0,30602.0,6.0,86177.0,0.0,155751.0,387.0,4174,469.0,6175223.0,94570.0,65297750,240,2134.0,11,Europe
17,Turkey,267064,1549.0,6284.0,39.0,242812.0,1003.0,17968.0,917.0,3161,74.0,6937088.0,82108.0,84487808,316,13445.0,12,Asia
18,Italy,266853,1444.0,35473.0,1.0,208224.0,1322.0,23156.0,79.0,4415,587.0,8509618.0,140779.0,60446761,227,1704.0,7,Europe
