,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl,Region
0,USA,5955728,40098.0,182404.0,1290.0,3254282.0,36301.0,2519042.0,16468.0,17977,551.0,77931407.0,235230.0,331298704,56,1816.0,4,North America
1,Brazil,3674176,46959.0,116666.0,1215.0,2848395.0,69686.0,709115.0,8318.0,17267,548.0,14144344.0,66471.0,212789010,58,1824.0,15,South America
2,India,3231754,66873.0,59612.0,1066.0,2467252.0,64151.0,704890.0,8944.0,2338,43.0,36827520.0,26647.0,1382048762,428,23184.0,38,Asia
3,Russia,966189,4696.0,16568.0,120.0,779747.0,6652.0,169874.0,2300.0,6620,114.0,34800000.0,238447.0,145944161,151,8809.0,4,Europe
4,South Africa,613017,1567.0,13308.0,149.0,520381.0,3887.0,79328.0,539.0,10317,224.0,3578836.0,60229.0,59420382,97,4465.0,17,Africa
5,Peru,600438,0.0,27813.0,0.0,407301.0,0.0,165324.0,1525.0,18173,842.0,3006993.0,91010.0,33040169,55,1188.0,11,South America
6,Mexico,563705,3541.0,60800.0,320.0,389124.0,5252.0,113781.0,3346.0,4365,471.0,1263835.0,9787.0,129136438,229,2124.0,102,North America
7,Colombia,562128,10432.0,17889.0,277.0,395470.0,11299.0,148769.0,1493.0,11030,351.0,2546147.0,49959.0,50964400,91,2849.0,20,South America
8,Spain,423224,2415.0,28924.0,52.0,0.0,0.0,0.0,677.0,9051,619.0,8517446.0,182162.0,46757585,110,1617.0,5,Europe
9,Chile,400985,1417.0,10958.0,42.0,374463.0,1999.0,15564.0,1011.0,20949,572.0,2255966.0,117860.0,19141022,48,1747.0,8,South America
10,Iran,363363,2213.0,20901.0,125.0,313058.0,1693.0,29404.0,3839.0,4318,248.0,3883313.0,46146.0,84153431,232,4026.0,22,Asia
11,Argentina,359638,8771.0,7563.0,197.0,263202.0,6413.0,88873.0,1990.0,7946,167.0,1127098.0,24904.0,45258393,126,5984.0,40,South America
12,UK,327798,1184.0,41449.0,16.0,0.0,0.0,0.0,72.0,4825,610.0,15177265.0,223391.0,67940503,207,1639.0,4,Europe
13,Saudi Arabia,309768,1114.0,3722.0,31.0,283932.0,1044.0,22114.0,1639.0,8877,107.0,4792192.0,137335.0,34894083,113,9375.0,7,Asia
14,Bangladesh,299628,2545.0,4028.0,45.0,186756.0,3881.0,108844.0,0.0,1817,24.0,1470191.0,8914.0,164936512,550,40947.0,112,Asia
15,Pakistan,293711,450.0,6255.0,11.0,278425.0,1596.0,9031.0,672.0,1326,28.0,2487744.0,11230.0,221518879,754,35415.0,89,Asia
16,Turkey,261194,1502.0,6163.0,24.0,238795.0,887.0,16236.0,811.0,3092,73.0,6521640.0,77202.0,84475417,323,13707.0,13,Asia
