,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl,Region
0,USA,6828301,40154.0,201348.0,1151.0,4119158.0,51072.0,2507795.0,14157.0,20603,608.0,94369067.0,284746.0,331415157,49,1646.0,4,North America
1,India,5115893,97859.0,83230.0,1139.0,4022049.0,82938.0,1010614.0,8944.0,3699,60.0,59429115.0,42975.0,1382863649,270,16615.0,23,Asia
2,Brazil,4421686,37387.0,134174.0,967.0,3720312.0,49184.0,567200.0,8318.0,20771,630.0,14617980.0,68668.0,212879694,48,1587.0,15,South America
3,Russia,1079519,5670.0,18917.0,132.0,890114.0,5809.0,170488.0,2300.0,7397,130.0,41400000.0,283663.0,145947910,135,7715.0,4,Europe
4,Peru,744400,6380.0,31051.0,124.0,587717.0,6964.0,125632.0,1452.0,22511,939.0,3592221.0,108632.0,33067784,44,1065.0,9,South America
5,Colombia,736377,7787.0,23478.0,190.0,610078.0,2100.0,102821.0,863.0,14440,460.0,3247366.0,63678.0,50996981,69,2172.0,16,South America
6,Mexico,676487,4771.0,71678.0,629.0,481068.0,5273.0,123741.0,2747.0,5235,555.0,1520463.0,11767.0,129217812,191,1803.0,85,North America
7,South Africa,653444,1923.0,15705.0,64.0,584195.0,1069.0,53544.0,539.0,10989,264.0,3961179.0,66613.0,59465326,91,3786.0,15,Africa
8,Spain,614360,11193.0,30243.0,239.0,0.0,0.0,0.0,1281.0,13139,647.0,10756835.0,230050.0,46758670,76,1546.0,4,Europe
9,Argentina,589012,11674.0,12116.0,264.0,448263.0,9380.0,128633.0,3118.0,13007,268.0,1628194.0,35956.0,45283297,77,3737.0,28,South America
10,Chile,439287,1304.0,12058.0,18.0,411853.0,1909.0,15376.0,898.0,22938,630.0,2991005.0,156181.0,19150875,44,1588.0,6,South America
11,Iran,410334,2981.0,23632.0,179.0,352019.0,2035.0,34683.0,3827.0,4872,281.0,3641581.0,43240.0,84218051,205,3564.0,23,Asia
12,France,404888,9784.0,31045.0,46.0,90335.0,444.0,283508.0,803.0,6200,475.0,10000000.0,153129.0,65304439,161,2104.0,7,Europe
13,UK,378219,3991.0,41684.0,20.0,0.0,0.0,0.0,115.0,5565,613.0,20521243.0,301952.0,67961895,180,1630.0,3,Europe
14,Bangladesh,342671,1615.0,4823.0,21.0,247969.0,2375.0,89879.0,0.0,2076,29.0,1770106.0,10726.0,165035061,482,34218.0,93,Asia
15,Saudi Arabia,327551,621.0,4369.0,31.0,306004.0,982.0,17178.0,1238.0,9378,125.0,5868149.0,168013.0,34926695,107,7994.0,6,Asia
16,Pakistan,303089,665.0,6393.0,4.0,290760.0,499.0,5936.0,571.0,1367,29.0,3024987.0,13640.0,221777121,732,34691.0,73,Asia
17,Iraq,303059,4357.0,8248.0,82.0,237241.0,3895.0,57570.0,604.0,7500,204.0,1973089.0,48830.0,40407380,133,4899.0,20,Asia
18,Turkey,296391,1771.0,7249.0,63.0,262602.0,1342.0,26540.0,1351.0,3506,86.0,8855180.0,104758.0,84529937,285,11661.0,10,Asia
19,Italy,291442,1452.0,35645.0,12.0,215265.0,620.0,40532.0,207.0,4822,590.0,10044551.0,166183.0,60442647,207,1696.0,6,Europe
20,Philippines,272934,3550.0,4732.0,69.0,207858.0,524.0,60344.0,1048.0,2484,43.0,3200528.0,29126.0,109886120,403,23222.0,34,Asia
21,Germany,266865,2021.0,9449.0,4.0,239100.0,0.0,18316.0,237.0,3183,113.0,14557136.0,173627.0,83841193,314,8873.0,6,Europe
22,Indonesia,228993,3963.0,9100.0,135.0,164101.0,3036.0,55792.0,0.0,835,33.0,2755120.0,10050.0,274132173,1197,30124.0,99,Asia
