,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl,Region
0,USA,5841428,43829.0,180174.0,974.0,3148080.0,20662.0,2513174.0,16739.0,17633,544.0,75475175.0,227827.0,331282824,57,1839.0,4,North America
1,Brazil,3582698,46210.0,114277.0,823.0,2709638.0,38883.0,758783.0,8318.0,16838,537.0,14144344.0,66475.0,212776644,59,1862.0,15,South America
2,India,3043436,70068.0,56846.0,918.0,2279900.0,59101.0,706690.0,8944.0,2202,41.0,34491073.0,24958.0,1381937641,454,24310.0,40,Asia
3,Russia,951897,4921.0,16310.0,121.0,767477.0,6147.0,168110.0,2300.0,6522,112.0,33814105.0,231693.0,145943650,153,8948.0,4,Europe
4,South Africa,607045,3707.0,12987.0,144.0,504127.0,4025.0,89931.0,539.0,10217,219.0,3535067.0,59499.0,59414253,98,4575.0,17,Africa
5,Peru,585236,9169.0,27453.0,208.0,391144.0,6236.0,166639.0,1506.0,17715,831.0,2950589.0,89313.0,33036403,56,1203.0,11,South America
6,Mexico,549734,5928.0,59610.0,504.0,376409.0,4771.0,113715.0,3518.0,4257,462.0,1239133.0,9596.0,129125341,235,2166.0,104,North America
7,Colombia,533103,10965.0,16968.0,400.0,359792.0,10852.0,156343.0,1493.0,10461,333.0,2450441.0,48086.0,50959957,96,3003.0,21,South America
8,Spain,407879,0.0,28838.0,0.0,0.0,0.0,0.0,541.0,8723,617.0,7955615.0,170147.0,46757437,115,1621.0,6,Europe
9,Chile,395708,1939.0,10792.0,69.0,369730.0,1833.0,15186.0,1058.0,20675,564.0,2172028.0,113483.0,19139679,48,1774.0,9,South America
10,Iran,356792,2028.0,20502.0,126.0,307702.0,1836.0,28588.0,3850.0,4240,244.0,3011310.0,35787.0,84144619,236,4104.0,28,Asia
11,Argentina,336802,7759.0,6848.0,118.0,245781.0,5975.0,84173.0,1907.0,7442,151.0,1073719.0,23726.0,45254997,134,6608.0,42,South America
12,UK,324601,1288.0,41423.0,18.0,0.0,0.0,0.0,76.0,4778,610.0,15177265.0,223400.0,67937586,209,1640.0,4,Europe
13,Saudi Arabia,306370,1184.0,3619.0,39.0,278441.0,1374.0,24310.0,1652.0,8781,104.0,4501104.0,129010.0,34889636,114,9641.0,8,Asia
14,Bangladesh,292625,2265.0,3907.0,46.0,175567.0,2952.0,113151.0,0.0,1774,24.0,1431855.0,8682.0,164923074,564,42212.0,115,Asia
15,Pakistan,292174,586.0,6231.0,12.0,275317.0,1738.0,10626.0,731.0,1319,28.0,2414902.0,10903.0,221483664,758,35545.0,92,Asia
16,Italy,258136,1071.0,35430.0,3.0,205203.0,243.0,17503.0,64.0,4270,586.0,7940266.0,131355.0,60448696,234,1706.0,8,Europe
17,Turkey,257032,1309.0,6102.0,22.0,236370.0,801.0,14560.0,762.0,3043,72.0,6247164.0,73959.0,84467982,329,13843.0,14,Asia
18,France,238002,3602.0,30512.0,9.0,84950.0,121.0,122540.0,380.0,3645,467.0,6000000.0,91891.0,65294602,274,2140.0,11,Europe
19,Germany,233857,836.0,9331.0,3.0,208950.0,3150.0,15576.0,236.0,2790,111.0,10197366.0,121654.0,83822941,358,8983.0,8,Europe
20,Iraq,201050,3965.0,6353.0,70.0,143393.0,2947.0,51304.0,637.0,4983,157.0,1413947.0,35046.0,40345578,201,6351.0,29,Asia
21,Philippines,187249,4884.0,2966.0,26.0,114921.0,402.0,69362.0,717.0,1706,27.0,2276622.0,20737.0,109786485,586,37015.0,48,Asia
22,Indonesia,151498,2090.0,6594.0,94.0,105198.0,2207.0,39706.0,0.0,553,24.0,2014619.0,7354.0,273934729,1808,41543.0,136,Asia
