,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl,Region
0,USA,6460250,31110.0,193248.0,430.0,3725970.0,18970.0,2541032.0,14681.0,19496,583.0,87474919.0,263982.0,331367517,51,1715.0,4,North America
1,India,4202562,91723.0,71687.0,1008.0,3247297.0,69624.0,883578.0,8944.0,3040,52.0,48831145.0,35320.0,1382530286,329,19286.0,28,Asia
2,Brazil,4137606,14606.0,126686.0,456.0,3317227.0,20525.0,693693.0,8318.0,19440,595.0,14408116.0,67694.0,212842596,51,1680.0,15,South America
3,Russia,1025505,5195.0,17820.0,61.0,840949.0,2823.0,166736.0,2300.0,7027,122.0,38400000.0,263110.0,145946376,142,8190.0,4,Europe
4,Peru,689977,6275.0,29838.0,151.0,515039.0,8617.0,145100.0,1500.0,20873,903.0,3379580.0,102237.0,33056487,48,1108.0,10,South America
5,Colombia,666521,8065.0,21412.0,256.0,518229.0,10459.0,126880.0,863.0,13073,420.0,2936517.0,57597.0,50983652,76,2381.0,17,South America
6,South Africa,638517,1633.0,14889.0,110.0,563891.0,2687.0,59737.0,539.0,10741,250.0,3800190.0,63926.0,59446940,93,3993.0,16,Africa
7,Mexico,629409,6319.0,67326.0,475.0,438754.0,4087.0,123329.0,2999.0,4872,521.0,1425207.0,11032.0,129184522,205,1919.0,91,North America
8,Spain,523109,2988.0,29484.0,33.0,0.0,0.0,0.0,976.0,11188,631.0,9210337.0,196978.0,46758226,89,1586.0,5,Europe
9,Argentina,478792,6986.0,9859.0,120.0,349132.0,8751.0,119801.0,2512.0,10576,218.0,1396887.0,30855.0,45273109,95,4592.0,32,South America
10,Chile,422510,2076.0,11592.0,41.0,394399.0,1432.0,16519.0,909.0,22067,605.0,2610602.0,136346.0,19146844,45,1652.0,7,South America
11,Iran,386658,1992.0,22293.0,139.0,333900.0,1769.0,30465.0,3722.0,4593,265.0,3380264.0,40150.0,84191615,218,3777.0,25,Asia
12,UK,347152,2988.0,41551.0,2.0,0.0,0.0,0.0,69.0,5109,611.0,17619897.0,259295.0,67953144,196,1635.0,4,Europe
13,Bangladesh,325157,1592.0,4479.0,32.0,221275.0,3423.0,99403.0,0.0,1971,27.0,1629312.0,9875.0,164994746,507,36837.0,101,Asia
14,France,324777,7071.0,30701.0,3.0,87447.0,0.0,206629.0,473.0,4974,470.0,8500000.0,130167.0,65300897,201,2127.0,8,Europe
