,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl,Region
0,USA,5700931,44957.0,176337.0,1263.0,3062331.0,51233.0,2462263.0,16875.0,17209,532.0,73115709.0,220715.0,331266944,58,1879.0,5,North America
1,Brazil,3460413,48541.0,111189.0,1170.0,2615254.0,61075.0,733970.0,8318.0,16264,523.0,13729872.0,64531.0,212764278,61,1914.0,15,South America
2,India,2835822,69196.0,53994.0,980.0,2096068.0,59365.0,685760.0,8944.0,2052,39.0,31742782.0,22972.0,1381826521,487,25592.0,44,Asia
3,Russia,937321,4828.0,15989.0,117.0,749423.0,6795.0,171909.0,2300.0,6423,110.0,33217468.0,227606.0,145943139,156,9128.0,4,Europe
4,South Africa,596060,3916.0,12423.0,159.0,491441.0,5973.0,92196.0,539.0,10033,209.0,3455671.0,58168.0,59408124,100,4782.0,17,Africa
5,Peru,558420,9099.0,26834.0,176.0,377453.0,3434.0,154133.0,1516.0,16905,812.0,2852011.0,86339.0,33032637,59,1231.0,12,South America
6,Mexico,531239,5506.0,57774.0,751.0,363307.0,3960.0,110158.0,3646.0,4114,447.0,1196707.0,9269.0,129114244,243,2235.0,108,North America
7,Colombia,502178,13056.0,15979.0,360.0,326298.0,13975.0,159901.0,1493.0,9855,314.0,2337241.0,45868.0,50955514,101,3189.0,22,South America
8,Chile,390037,1182.0,10578.0,32.0,364285.0,1845.0,15174.0,1120.0,20380,553.0,2087354.0,109067.0,19138335,49,1809.0,9,South America
9,Spain,387985,3715.0,28797.0,127.0,0.0,0.0,0.0,617.0,8298,616.0,7955615.0,170147.0,46757289,121,1624.0,6,Europe
10,Iran,350279,2444.0,20125.0,153.0,302528.0,1647.0,27626.0,3868.0,4163,239.0,2939840.0,34942.0,84135807,240,4181.0,29,Asia
11,UK,321098,812.0,41397.0,16.0,0.0,0.0,0.0,73.0,4727,609.0,14988134.0,220626.0,67934669,212,1641.0,5,Europe
12,Argentina,312659,6693.0,6330.0,282.0,228725.0,5194.0,77604.0,1795.0,6909,140.0,1012979.0,22385.0,45251601,145,7149.0,45,South America
13,Saudi Arabia,302686,1363.0,3506.0,36.0,274091.0,1180.0,25089.0,1725.0,8677,101.0,4378417.0,125509.0,34885189,115,9950.0,8,Asia
14,Pakistan,290445,613.0,6201.0,11.0,272128.0,2119.0,12116.0,743.0,1312,28.0,2340072.0,10567.0,221448449,762,35712.0,95,Asia
15,Bangladesh,285091,2747.0,3781.0,41.0,165738.0,2913.0,115572.0,0.0,1729,23.0,1393497.0,8450.0,164909635,578,43615.0,118,Asia
16,Italy,255278,642.0,35412.0,7.0,204506.0,364.0,15360.0,66.0,4223,586.0,7713154.0,127597.0,60449422,237,1707.0,8,Europe
17,Turkey,253108,1303.0,6039.0,23.0,233915.0,1002.0,13154.0,719.0,2997,72.0,5969629.0,70679.0,84460548,334,13986.0,14,Asia
18,Germany,229700,1595.0,9314.0,9.0,203900.0,1000.0,16486.0,224.0,2740,111.0,10197366.0,121657.0,83820751,365,8999.0,8,Europe
19,France,225043,3776.0,30468.0,17.0,84065.0,0.0,110510.0,384.0,3447,467.0,6000000.0,91893.0,65293421,290,2143.0,11,Europe
20,Iraq,188802,4093.0,6121.0,85.0,134369.0,2529.0,48312.0,582.0,4680,152.0,1345459.0,33354.0,40338162,214,6590.0,30,Asia
21,Philippines,173774,4650.0,2795.0,111.0,113481.0,716.0,57498.0,489.0,1583,25.0,2163050.0,19704.0,109774529,632,39275.0,51,Asia
22,Indonesia,144945,1902.0,6346.0,69.0,98657.0,2351.0,39942.0,0.0,529,23.0,1915039.0,6991.0,273911035,1890,43163.0,143,Asia
23,Canada,123490,336.0,9049.0,4.0,109822.0,465.0,4619.0,61.0,3268,239.0,4925446.0,130348.0,37786763,306,4176.0,8,North America
24,Qatar,115956,295.0,193.0,0.0,112658.0,303.0,3105.0,66.0,41298,69.0,566013.0,201586.0,2807805,24,14548.0,5,Asia
25,Ecuador,104475,1534.0,6146.0,41.0,87277.0,94.0,11052.0,365.0,5910,348.0,293066.0,16578.0,17678345,169,2876.0,60,South America
26,Kazakhstan,103571,271.0,1415.0,0.0,86286.0,1841.0,15870.0,221.0,5507,75.0,2291327.0,121836.0,18806642,182,13291.0,8,Asia
27,Bolivia,103019,1796.0,4172.0,49.0,38623.0,1152.0,60224.0,71.0,8809,357.0,221379.0,18931.0,11694115,114,2803.0,53,South America
28,Israel,97969,1560.0,781.0,73.0,73092.0,1102.0,24096.0,398.0,10652,85.0,2151295.0,233898.0,9197590,94,11777.0,4,Asia
29,Egypt,96914,161.0,5197.0,13.0,62553.0,991.0,29164.0,41.0,945,51.0,135000.0,1316.0,102585185,1059,19739.0,760,Africa
30,Ukraine,96403,1967.0,2144.0,28.0,49737.0,812.0,44522.0,177.0,2206,49.0,1335000.0,30552.0,43696575,453,20381.0,33,Europe
31,Dominican Republic,88127,1004.0,1501.0,12.0,56760.0,1256.0,29866.0,288.0,8113,138.0,331160.0,30487.0,10862509,123,7237.0,33,North America
32,Sweden,85411,0.0,5802.0,5.0,0.0,0.0,0.0,29.0,8450,574.0,973523.0,96314.0,10107829,118,1742.0,10,Europe
33,China,84888,17.0,4634.0,0.0,79685.0,43.0,569.0,26.0,59,3.0,90410000.0,62814.0,1439323776,16956,310601.0,16,Asia
34,Panama,83754,964.0,1827.0,18.0,58274.0,1083.0,23653.0,157.0,19371,423.0,282232.0,65276.0,4323696,52,2367.0,15,North America
35,Oman,83606,188.0,603.0,6.0,78188.0,211.0,4815.0,158.0,16319,118.0,309212.0,60357.0,5123074,61,8496.0,17,Asia
36,Belgium,78897,363.0,9959.0,15.0,18048.0,45.0,50890.0,89.0,6804,859.0,2023900.0,174526.0,11596526,147,1164.0,6,Europe
37,Kuwait,78145,675.0,507.0,2.0,69771.0,528.0,7867.0,96.0,18263,118.0,573251.0,133971.0,4278903,55,8440.0,7,Asia
38,Romania,73617,1409.0,3106.0,32.0,33566.0,431.0,36945.0,480.0,3830,162.0,1566632.0,81513.0,19219490,261,6188.0,12,Europe
39,Belarus,69801,128.0,622.0,5.0,67647.0,308.0,1532.0,0.0,7387,66.0,1437110.0,152093.0,9448891,135,15191.0,7,Europe
40,UAE,65341,435.0,367.0,1.0,58022.0,113.0,6952.0,0.0,6596,37.0,6193635.0,625220.0,9906322,152,26993.0,2,Asia
41,Guatemala,64881,1034.0,2467.0,48.0,53362.0,992.0,9052.0,5.0,3613,137.0,209138.0,11646.0,17958687,277,7280.0,86,North America
42,Netherlands,64525,552.0,6181.0,6.0,0.0,0.0,0.0,54.0,3765,361.0,1312787.0,76592.0,17140098,266,2773.0,13,Europe
43,Poland,58611,735.0,1913.0,17.0,40099.0,456.0,16599.0,83.0,1549,51.0,2409394.0,63672.0,37840835,646,19781.0,16,Europe
44,Japan,57550,865.0,1128.0,13.0,43835.0,1551.0,12587.0,239.0,455,9.0,1236180.0,9778.0,126422167,2197,112076.0,102,Asia
45,Singapore,56031,93.0,27.0,0.0,52810.0,277.0,3194.0,0.0,9567,5.0,1745928.0,298115.0,5856564,105,216910.0,3,Asia
46,Portugal,54701,253.0,1786.0,2.0,40129.0,193.0,12786.0,35.0,5367,175.0,1861876.0,182670.0,10192542,186,5707.0,5,Europe
47,Honduras,51670,675.0,1593.0,10.0,7661.0,211.0,42416.0,45.0,5206,160.0,126374.0,12733.0,9925303,192,6231.0,79,North America
48,Nigeria,50488,593.0,985.0,4.0,37304.0,253.0,12199.0,7.0,244,5.0,352625.0,1705.0,206788323,4096,209937.0,586,Africa
