,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl,Region
0,USA,5529789,53523.0,172606.0,1071.0,2904389.0,29242.0,2452794.0,17186.0,16694,521.0,70224673.0,212002.0,331245770,60,1919.0,5,North America
1,Brazil,3317832,38937.0,107297.0,726.0,2404272.0,19970.0,806263.0,8318.0,15595,504.0,13464336.0,63288.0,212747790,64,1983.0,16,South America
2,India,2589208,63986.0,50084.0,950.0,1860672.0,53116.0,678452.0,8944.0,1874,36.0,28563095.0,20673.0,1381678359,534,27587.0,48,Asia
3,Russia,917884,5061.0,15617.0,119.0,729411.0,6447.0,172856.0,2300.0,6289,107.0,32221546.0,220783.0,145942457,159,9345.0,5,Europe
4,South Africa,583653,4513.0,11677.0,121.0,466941.0,5207.0,105035.0,539.0,9826,197.0,3378029.0,56869.0,59399953,102,5087.0,18,Africa
5,Peru,525803,9507.0,26075.0,219.0,359781.0,5549.0,139947.0,1540.0,15920,789.0,2738229.0,82907.0,33027616,63,1267.0,12,South America
6,Mexico,511369,5618.0,55908.0,615.0,345653.0,4146.0,109808.0,3646.0,3961,433.0,1156852.0,8961.0,129099449,252,2309.0,112,North America
7,Colombia,456689,11578.0,14810.0,318.0,274420.0,13124.0,167459.0,1493.0,8964,291.0,2143097.0,42063.0,50949591,112,3440.0,24,South America
8,Chile,383902,1791.0,10395.0,55.0,356951.0,1914.0,16556.0,1207.0,20061,543.0,1988709.0,103922.0,19136544,50,1841.0,10,South America
9,Spain,358843,0.0,28617.0,0.0,0.0,0.0,0.0,617.0,7675,612.0,7472031.0,159805.0,46757092,130,1634.0,6,Europe
10,Iran,341070,2245.0,19492.0,161.0,295630.0,1819.0,25948.0,3911.0,4054,232.0,2836252.0,33715.0,84124058,247,4316.0,30,Asia
11,UK,317379,1012.0,41361.0,3.0,0.0,0.0,0.0,73.0,4672,609.0,14320621.0,210812.0,67930780,214,1642.0,5,Europe
12,Saudi Arabia,297315,1413.0,3369.0,31.0,264487.0,1528.0,29459.0,1766.0,8524,97.0,4202076.0,120475.0,34879260,117,10353.0,8,Asia
13,Argentina,289100,6663.0,5637.0,110.0,205697.0,6692.0,77766.0,1716.0,6389,125.0,949170.0,20977.0,45247072,157,8027.0,48,South America
14,Pakistan,288047,747.0,6162.0,9.0,265624.0,409.0,16261.0,768.0,1301,28.0,2253131.0,10177.0,221401496,769,35930.0,98,Asia
15,Bangladesh,274525,2644.0,3625.0,34.0,157635.0,1012.0,113265.0,0.0,1665,22.0,1341648.0,8137.0,164891717,601,45487.0,123,Asia
16,Italy,253438,629.0,35392.0,4.0,203640.0,314.0,14406.0,55.0,4192,585.0,7520610.0,124410.0,60450390,239,1708.0,8,Europe
17,Turkey,248117,1256.0,5955.0,21.0,229972.0,992.0,12190.0,668.0,2938,71.0,5659286.0,67013.0,84450635,340,14181.0,15,Asia
18,Germany,224478,704.0,9290.0,1.0,202900.0,350.0,12288.0,224.0,2678,111.0,8586648.0,102444.0,83817831,373,9022.0,10,Europe
19,France,215521,3310.0,30409.0,4.0,83848.0,0.0,101264.0,367.0,3301,466.0,6000000.0,91895.0,65291847,303,2147.0,11,Europe
20,Iraq,172583,4293.0,5785.0,76.0,122700.0,2571.0,44098.0,590.0,4279,143.0,1263650.0,31334.0,40328274,234,6971.0,32,Asia
21,Philippines,157918,4351.0,2600.0,159.0,72209.0,885.0,83109.0,461.0,1439,24.0,2003875.0,18257.0,109758588,695,42215.0,55,Asia
22,Indonesia,137468,2345.0,6071.0,50.0,91321.0,1703.0,40076.0,0.0,502,22.0,1862801.0,6802.0,273879444,1992,45113.0,147,Asia
23,Canada,121889,237.0,9024.0,4.0,108218.0,276.0,4647.0,2296.0,3226,239.0,4741146.0,125483.0,37783150,310,4187.0,8,North America
24,Qatar,114809,277.0,192.0,2.0,111505.0,247.0,3112.0,69.0,40889,68.0,546285.0,194559.0,2807805,24,14624.0,5,Asia
25,Kazakhstan,102287,439.0,1269.0,0.0,80716.0,2083.0,20302.0,221.0,5440,67.0,2252153.0,119769.0,18804188,184,14818.0,8,Asia
26,Ecuador,100688,1279.0,6065.0,35.0,79354.0,178.0,15269.0,352.0,5696,343.0,284704.0,16107.0,17675416,176,2914.0,62,South America
27,Bolivia,97950,1491.0,3939.0,55.0,34723.0,1003.0,59288.0,71.0,8377,337.0,208523.0,17834.0,11692375,119,2968.0,56,South America
28,Egypt,96336,116.0,5141.0,17.0,58835.0,977.0,32360.0,41.0,939,50.0,135000.0,1316.0,102564059,1065,19950.0,760,Africa
29,Israel,92233,1153.0,674.0,9.0,67950.0,985.0,23609.0,387.0,10028,73.0,2071380.0,225209.0,9197590,100,13646.0,4,Asia
30,Ukraine,89719,1847.0,2044.0,33.0,47430.0,633.0,40245.0,138.0,2053,47.0,1273821.0,29150.0,43699431,487,21379.0,34,Europe
31,Dominican Republic,85545,1057.0,1438.0,29.0,51356.0,1817.0,32751.0,303.0,7876,132.0,317643.0,29245.0,10861321,127,7553.0,34,North America
32,China,84808,22.0,4634.0,0.0,79519.0,57.0,655.0,36.0,59,3.0,90410000.0,62814.0,1439323776,16972,310601.0,16,Asia
33,Sweden,84294,0.0,5783.0,0.0,0.0,0.0,0.0,31.0,8340,572.0,917036.0,90731.0,10107142,120,1748.0,11,Europe
34,Oman,82924,181.0,562.0,5.0,77550.0,123.0,4812.0,158.0,16191,110.0,309212.0,60374.0,5121650,62,9113.0,17,Asia
35,Panama,80665,1263.0,1746.0,12.0,53857.0,971.0,25062.0,156.0,18660,404.0,268180.0,62036.0,4322953,54,2476.0,16,North America
36,Belgium,77113,922.0,9924.0,8.0,17941.0,28.0,49248.0,80.0,6650,856.0,1962386.0,169230.0,11595976,150,1168.0,6,Europe
37,Kuwait,75697,512.0,498.0,4.0,67519.0,779.0,7680.0,115.0,17694,116.0,555937.0,129946.0,4278212,57,8591.0,8,Asia
38,Belarus,69424,116.0,607.0,4.0,66747.0,295.0,2070.0,0.0,7347,64.0,1412589.0,149497.0,9448925,136,15567.0,7,Europe
39,Romania,69374,1328.0,2954.0,50.0,32334.0,414.0,34086.0,473.0,3609,154.0,1502042.0,78146.0,19220885,277,6507.0,13,Europe
40,UAE,64102,283.0,361.0,2.0,57571.0,98.0,6170.0,0.0,6472,36.0,5929093.0,598595.0,9905017,155,27438.0,2,Asia
41,Netherlands,62495,655.0,6169.0,2.0,0.0,0.0,0.0,39.0,3646,360.0,1195475.0,69749.0,17139685,274,2778.0,14,Europe
42,Guatemala,62313,885.0,2355.0,14.0,50183.0,828.0,9775.0,5.0,3470,131.0,200558.0,11170.0,17955060,288,7624.0,90,North America
43,Poland,56090,771.0,1869.0,11.0,38853.0,491.0,15368.0,84.0,1482,49.0,2307735.0,60985.0,37841286,675,20247.0,16,Europe
44,Singapore,55661,81.0,27.0,0.0,51521.0,472.0,4113.0,0.0,9505,5.0,1610906.0,275083.0,5856062,105,216891.0,4,Asia
45,Portugal,53981,198.0,1775.0,3.0,39585.0,211.0,12621.0,37.0,5296,174.0,1799226.0,176518.0,10192865,189,5742.0,6,Europe
46,Japan,53577,1360.0,1085.0,12.0,38945.0,1466.0,13547.0,229.0,424,9.0,1164029.0,9207.0,126426380,2360,116522.0,109,Asia
47,Honduras,49467,425.0,1548.0,6.0,7128.0,96.0,40791.0,37.0,4985,156.0,121168.0,12210.0,9923580,201,6411.0,82,North America
48,Nigeria,48770,325.0,974.0,1.0,36290.0,292.0,11506.0,7.0,236,5.0,347545.0,1681.0,206732316,4239,212251.0,595,Africa
49,Bahrain,46430,378.0,170.0,2.0,42806.0,337.0,3454.0,35.0,27182,100.0,962334.0,563384.0,1708132,37,10048.0,2,Asia
50,Ghana,42210,363.0,231.0,8.0,40147.0,429.0,1832.0,5.0,1355,7.0,424315.0,13622.0,31149465,738,134846.0,73,Africa
51,Kyrgyzstan,41645,272.0,1493.0,2.0,33951.0,359.0,6201.0,24.0,6371,228.0,267718.0,40953.0,6537128,157,4379.0,24,Asia
52,Armenia,41495,196.0,817.0,3.0,34484.0,320.0,6194.0,0.0,14000,276.0,183789.0,62008.0,2963947,71,3628.0,16,Asia
53,Morocco,41017,1776.0,632.0,21.0,28566.0,922.0,11819.0,31.0,1110,17.0,1583234.0,42832.0,36964114,901,58488.0,23,Africa
54,Algeria,38133,469.0,1360.0,9.0,26644.0,336.0,10129.0,44.0,868,31.0,0.0,0.0,43945575,1152,32313.0,,Africa
55,Switzerland,37924,253.0,1991.0,0.0,33200.0,300.0,2733.0,26.0,4378,230.0,876065.0,101133.0,8662507,228,4351.0,10,Europe
56,Afghanistan,37551,120.0,1370.0,7.0,27166.0,452.0,9015.0,31.0,962,35.0,98304.0,2519.0,39031058,1039,28490.0,397,Asia
