,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl,Region
0,USA,5746272,45341.0,178030.0,1097.0,3095484.0,33153.0,2472758.0,16817.0,17346,537.0,73868332.0,222980.0,331277530,58,1861.0,4,North America
1,Brazil,3505097,44684.0,112423.0,1234.0,2653407.0,38153.0,739267.0,8318.0,16473,528.0,13748152.0,64614.0,212772522,61,1893.0,15,South America
2,India,2904329,68507.0,54975.0,981.0,2157941.0,61873.0,691413.0,8944.0,2102,40.0,32661252.0,23635.0,1381900601,476,25137.0,42,Asia
3,Russia,942106,4785.0,16099.0,110.0,755513.0,6090.0,170494.0,2300.0,6455,110.0,33500000.0,229541.0,145943480,155,9065.0,4,Europe
4,South Africa,599940,3880.0,12618.0,195.0,497169.0,5728.0,90153.0,539.0,10098,212.0,3480283.0,58579.0,59412210,99,4709.0,17,Africa
5,Peru,567059,8639.0,27034.0,200.0,380730.0,3277.0,159295.0,1519.0,17165,818.0,2852011.0,86333.0,33035148,58,1222.0,12,South America
6,Mexico,537031,5792.0,58481.0,707.0,367537.0,4230.0,111013.0,3480.0,4159,453.0,1211552.0,9383.0,129121642,240,2208.0,107,North America
7,Colombia,513719,11541.0,16183.0,204.0,339124.0,12826.0,158412.0,1493.0,10081,318.0,2374898.0,46605.0,50958476,99,3149.0,21,South America
8,Spain,404229,3349.0,28813.0,16.0,0.0,0.0,0.0,522.0,8645,616.0,7955615.0,170147.0,46757388,116,1623.0,6,Europe
9,Chile,391849,1812.0,10671.0,93.0,366063.0,1778.0,15115.0,1077.0,20474,558.0,2113632.0,110435.0,19139231,49,1794.0,9,South America
10,Iran,352558,2279.0,20264.0,139.0,304236.0,1708.0,28058.0,3869.0,4190,241.0,2939840.0,34939.0,84141682,239,4152.0,29,Asia
11,UK,322280,1182.0,41403.0,6.0,0.0,0.0,0.0,70.0,4744,609.0,15177265.0,223403.0,67936614,211,1641.0,4,Europe
12,Argentina,320884,8225.0,6517.0,187.0,233651.0,4926.0,80716.0,1832.0,7091,144.0,1030992.0,22782.0,45253865,141,6944.0,44,South America
