,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl,Region
0,USA,6431152,42095.0,192818.0,707.0,3707000.0,30431.0,2531334.0,14942.0,19409,582.0,86759202.0,261830.0,331356930,52,1718.0,4,North America
1,Brazil,4123000,31199.0,126230.0,646.0,3296702.0,18459.0,700068.0,8318.0,19372,593.0,14408116.0,67696.0,212834352,52,1686.0,15,South America
2,India,4110839,90600.0,70679.0,1044.0,3177673.0,73161.0,862487.0,8944.0,2974,51.0,47738491.0,34532.0,1382456206,336,19560.0,29,Asia
3,Russia,1020310,5205.0,17759.0,110.0,838126.0,5379.0,164425.0,2300.0,6991,122.0,38100000.0,261055.0,145946035,143,8218.0,4,Europe
4,Peru,683702,6854.0,29687.0,133.0,506422.0,7899.0,147593.0,1492.0,20684,898.0,3353435.0,101453.0,33053976,48,1113.0,10,South America
5,Colombia,658456,8394.0,21156.0,268.0,507770.0,9549.0,129530.0,1493.0,12916,415.0,2906270.0,57007.0,50980690,77,2410.0,18,South America
6,South Africa,636884,1806.0,14779.0,101.0,561204.0,3386.0,60901.0,539.0,10714,249.0,3783823.0,63655.0,59442854,93,4022.0,16,Africa
7,Mexico,623090,6196.0,66851.0,522.0,434667.0,4380.0,121572.0,3135.0,4824,518.0,1409384.0,10910.0,129177125,207,1932.0,92,North America
8,Spain,517133,0.0,29418.0,0.0,0.0,0.0,0.0,976.0,11060,629.0,9210337.0,196978.0,46758128,90,1589.0,5,Europe
9,Argentina,471806,9924.0,9739.0,116.0,340381.0,8760.0,121686.0,2456.0,10422,215.0,1374524.0,30362.0,45270845,96,4648.0,33,South America
10,Chile,420434,1969.0,11551.0,57.0,392967.0,1719.0,15916.0,908.0,21959,603.0,2575313.0,134510.0,19145948,46,1658.0,7,South America
11,Iran,384666,1894.0,22154.0,110.0,332131.0,1823.0,30381.0,3708.0,4569,263.0,3355152.0,39854.0,84185741,219,3800.0,25,Asia
12,UK,344164,1813.0,41549.0,12.0,0.0,0.0,0.0,69.0,5065,611.0,17619897.0,259302.0,67951199,197,1635.0,4,Europe
13,Bangladesh,323565,1950.0,4447.0,35.0,217852.0,1661.0,101266.0,0.0,1961,27.0,1617958.0,9807.0,164985787,510,37100.0,102,Asia
14,Saudi Arabia,319932,791.0,4049.0,34.0,295842.0,779.0,20041.0,1470.0,9164,116.0,5364471.0,153664.0,34910389,109,8622.0,7,Asia
15,France,317706,8550.0,30724.0,0.0,87447.0,241.0,199535.0,473.0,4865,471.0,8500000.0,130168.0,65300110,206,2125.0,8,Europe
16,Pakistan,298025,513.0,6340.0,5.0,282553.0,285.0,9132.0,535.0,1345,29.0,2732325.0,12327.0,221648000,744,34960.0,81,Asia
17,Turkey,278228,1673.0,6620.0,56.0,250092.0,984.0,21516.0,1091.0,3293,78.0,7682697.0,90917.0,84502677,304,12765.0,11,Asia
