,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M pop,Deaths/1M pop,Total Tests,Tests/1M pop,Population,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl,Region
0,USA,5360302,54345.0,169131.0,1386.0,2812603.0,57255.0,2378568.0,17320.0,16183,511.0,67551161.0,203940.0,331229890,62,1958.0,5,North America
1,Brazil,3170474,58081.0,104263.0,1164.0,2309477.0,66353.0,756734.0,8318.0,14903,490.0,13231548.0,62197.0,212735424,67,2040.0,16,South America
2,India,2395471,67066.0,47138.0,950.0,1695860.0,57759.0,652473.0,8944.0,1734,34.0,26015297.0,18830.0,1381567238,577,29309.0,53,Asia
3,Russia,902701,5102.0,15260.0,129.0,710298.0,7123.0,177143.0,2300.0,6185,105.0,31307764.0,214522.0,145941946,162,9564.0,5,Europe
4,South Africa,568919,2810.0,11010.0,259.0,432029.0,5904.0,125880.0,539.0,9579,185.0,3295434.0,55484.0,59393824,104,5395.0,18,Africa
5,Peru,498555,8875.0,21713.0,212.0,341938.0,6182.0,134904.0,1501.0,15097,657.0,2643464.0,80047.0,33023850,66,1521.0,12,South America
6,Mexico,492522,6686.0,53929.0,926.0,332800.0,4807.0,105793.0,3832.0,3815,418.0,1112114.0,8615.0,129088353,262,2394.0,116,North America
7,Colombia,422519,12066.0,13837.0,362.0,239785.0,9358.0,168897.0,1493.0,8294,272.0,2023256.0,39714.0,50945148,121,3682.0,25,South America
8,Chile,378168,1552.0,10205.0,27.0,351419.0,1878.0,16544.0,1268.0,19763,533.0,1908964.0,99762.0,19135201,51,1875.0,10,South America
9,Spain,376864,3172.0,28579.0,0.0,0.0,0.0,0.0,617.0,8060,611.0,7472031.0,159806.0,46756944,124,1636.0,6,Europe
10,Iran,333699,2510.0,18988.0,188.0,290244.0,1624.0,24467.0,3940.0,3967,226.0,2763225.0,32850.0,84115247,252,4430.0,30,Asia
11,UK,313798,1009.0,41329.0,20.0,0.0,0.0,0.0,70.0,4620,608.0,18868566.0,277774.0,67927863,216,1644.0,4,Europe
12,Saudi Arabia,293037,1569.0,3269.0,36.0,257269.0,2151.0,32499.0,1826.0,8403,94.0,3933427.0,112787.0,34874813,119,10668.0,9,Asia
13,Pakistan,285921,730.0,6129.0,17.0,263193.0,1947.0,16599.0,785.0,1292,28.0,2186442.0,9877.0,221366281,774,36118.0,101,Asia
14,Argentina,268574,7663.0,5213.0,209.0,187283.0,5894.0,76078.0,1585.0,5936,115.0,891817.0,19711.0,45243676,168,8679.0,51,South America
15,Bangladesh,266498,2995.0,3513.0,42.0,153089.0,1117.0,109896.0,0.0,1616,21.0,1302739.0,7901.0,164878278,619,46934.0,127,Asia
16,Italy,251713,476.0,35225.0,10.0,202697.0,236.0,13791.0,53.0,4164,583.0,7369576.0,121910.0,60451116,240,1716.0,8,Europe
17,Turkey,244392,1212.0,5891.0,18.0,227089.0,934.0,11412.0,632.0,2894,70.0,5454988.0,64599.0,84443200,346,14334.0,15,Asia
18,Germany,220850,1320.0,9276.0,8.0,199900.0,1000.0,11674.0,224.0,2635,111.0,8586648.0,102447.0,83815640,380,9036.0,10,Europe
19,France,206696,2524.0,30371.0,17.0,83472.0,235.0,92853.0,379.0,3166,465.0,5500000.0,84239.0,65290667,316,2150.0,12,Europe
20,Iraq,160436,3441.0,5588.0,57.0,114541.0,2439.0,40307.0,592.0,3979,139.0,1203883.0,29858.0,40320858,251,7216.0,33,Asia
21,Philippines,143524,4219.0,2403.0,92.0,68984.0,623.0,72137.0,389.0,1308,22.0,1853010.0,16884.0,109746632,765,45671.0,59,Asia
22,Indonesia,130718,1942.0,5903.0,79.0,85798.0,2088.0,39017.0,0.0,477,22.0,1783673.0,6513.0,273855751,2095,46393.0,154,Asia
23,Canada,120844,423.0,9006.0,15.0,107148.0,402.0,4690.0,2292.0,3199,238.0,4581083.0,121255.0,37780440,313,4195.0,8,North America
24,Qatar,113938,292.0,190.0,2.0,110627.0,303.0,3121.0,75.0,40579,68.0,533995.0,190182.0,2807805,25,14778.0,5,Asia
25,Kazakhstan,100855,691.0,1269.0,0.0,74677.0,975.0,24909.0,221.0,5364,67.0,2183308.0,116119.0,18802348,186,14817.0,9,Asia
26,Ecuador,97110,1547.0,5984.0,33.0,78887.0,277.0,12239.0,348.0,5495,339.0,272000.0,15391.0,17673219,182,2953.0,65,South America
27,Egypt,95963,129.0,5085.0,26.0,55901.0,1013.0,34977.0,41.0,936,50.0,135000.0,1316.0,102548214,1069,20167.0,760,Africa
28,Bolivia,93328,1693.0,3761.0,49.0,31753.0,930.0,57814.0,71.0,7983,322.0,198178.0,16951.0,11691069,125,3109.0,59,South America
29,Israel,88151,1558.0,639.0,17.0,62109.0,2029.0,25403.0,369.0,9584,69.0,1996966.0,217118.0,9197590,104,14394.0,5,Asia
30,China,84737,25.0,4634.0,0.0,79342.0,58.0,761.0,40.0,59,3.0,90410000.0,62814.0,1439323776,16986,310601.0,16,Asia
31,Ukraine,84548,1433.0,1970.0,19.0,45686.0,752.0,36892.0,129.0,1935,45.0,1214941.0,27801.0,43701573,517,22184.0,36,Europe
32,Sweden,83852,252.0,5770.0,0.0,0.0,0.0,0.0,33.0,8297,571.0,917036.0,90736.0,10106627,121,1752.0,11,Europe
33,Oman,82299,249.0,539.0,6.0,77072.0,352.0,4688.0,165.0,16072,105.0,309212.0,60386.0,5120582,62,9500.0,17,Asia
34,Dominican Republic,82224,1130.0,1371.0,25.0,47095.0,1429.0,33758.0,300.0,7571,126.0,304501.0,28038.0,10860430,132,7922.0,36,North America
35,Panama,77377,913.0,1703.0,23.0,51597.0,932.0,24077.0,162.0,17901,394.0,258224.0,59741.0,4322396,56,2538.0,17,North America
